,DOW,LKNAME,CTY,NEAREST_TOWN,SURVEYTYPE,SURVEYDATE,black bullhead_GN,black bullhead_TN,brown bullhead_GN,brown bullhead_TN,yellow bullhead_GN,yellow bullhead_TN,bigmouth buffalo_GN,bigmouth buffalo_TN,black crappie_GN,black crappie_TN,bluegill_GN,bluegill_TN,largemouth bass_GN,largemouth bass_TN,northern pike_GN,northern pike_TN,walleye_GN,walleye_TN,white crappie_GN,white crappie_TN,white sucker_GN,white sucker_TN,yellow perch_GN,yellow perch_TN,common carp_GN,common carp_TN,highfin carpsucker_TN,river carpsucker_GN,river carpsucker_TN,DOWLKNUM,Sorder1,Sorder2,Sorder3,Sorder4,Sorder5,Sorder6,Sorderout,notes,exclude,PWATER,PDEVL,PBARE,PFOR,PGRASS,PAG,PWET,PMISC,X.LK_AREA.,X.LK_PERIM.,depthft,LAKE_NAME,SchuppLAKE_CLASS,UTMeasting,UTMnorthing,HUC04,MAJOR,CATCH_ID,watershed.acres.,dow,fish_date,BHD_TN,BLG_TN,CAP_GN,CRP_TN,NOP_GN,WAE_GN,YEP_GN,veg_date,veg_rich,S_rich,utmx,utmy,ecoreg,shedaream2,depthm,aream2,phuman,sdi,secchim,ln_shedaream2,ln_aream2
122,34025100,Norway,Kandiyohi,Sunburg                       ,Re-Survey,26-Jul-10,0,0.0388674,0,0,0,0.6098286,0.5035548,0.3957408,0.1261605,1.8238686,0.1166022,1.1821035,0.1065456,0.2443482,1.0549464,1.3090341,2.8620993,0.9455922,0,0,0,0.7994997,0.6502815,0.018573,0,2.7265164,0,0,0,34025100,49644.60732,16529.6412,18965.54815,0,0,0,3,,NA,0.132659419,0.035598951,0,0.094430745,0.031476545,0.677072176,0.028762166,0,2318.93,116288.56,30.4,Norway,41,334016,5020512.9,702,26,2.60E+14,23412.70019,34025100,7/26/10,0.521901372,0.606169078,0,1.098135986,0.996118203,2.858666873,0.492950466,7/26/10,32,18,333756,5020650,eastern temperate forests,94748215.11,9.26592,9418945.244,0.712671126,3.038385764,1.0875,18.36673356,16.05823367
123,34025100,Norway,Kandiyohi,Sunburg                       ,Re-Survey,24-Jul-01,1.569645,0,0.7115271,0.0377802,0.85617,0.4346082,0.9966,0.4794552,1.9663824,0.3278814,0.5711424,0.7343583,0.0106002,0.1157868,5.7143232,1.012908,7.626255,0.2603844,0,0,2.2909116,0.1049148,0.7732257,0.0168063,0.9604959,3.6953475,0,0,0,34025100,49644.60732,16529.6412,18965.54815,0,0,0,3,,NA,0.132659419,0.035598951,0,0.094430745,0.031476545,0.677072176,0.028762166,0,2318.93,116288.56,30.4,Norway,41,334016,5020512.9,702,26,2.60E+14,23412.70019,34025100,7/26/10,0.521901372,0.606169078,0,1.098135986,0.996118203,2.858666873,0.492950466,7/26/10,32,18,333756,5020650,eastern temperate forests,94748215.11,9.26592,9418945.244,0.712671126,3.038385764,1.0875,18.36673356,16.05823367
124,40000200,Upper Sakatah,Le Sueur,Waterville                    ,Re-Survey,1-Aug-94,0,11.2174125,0,0,0,0.19026,0.0056625,0.1598184,0.142695,0.302604,0.043035,0.16308,0.00906,0.0069309,2.4337425,1.1594988,6.6421125,0.9208584,0,0,0,0.183465,1.4496,0.0101925,3.7429125,11.1473334,0,0,0,40000200,333849.6255,156122.3423,118143.7258,55916.10863,0,0,4,,NA,0.08745022,0.047186547,1.86E-05,0.100013917,0.017811647,0.703281866,0.044237253,0,899.58,42253.44,10,Upper Sakatah,41,456752,4897281.5,704,39,3.91E+14,131988.2337,40000200,8/3/09,2.861495554,0.198505833,0.923161634,0.030007537,3.411803692,1.059309019,1.993722669,8/3/09,8,7,456956,4897200,eastern temperate forests,534139567.8,3.048,3609758.651,0.750468413,1.913978445,1.388939394,20.09616773,15.09915147
125,40000200,Upper Sakatah,Le Sueur,Waterville                    ,Re-Survey,9-Aug-99,2.8228695,0.6410856,0,0,0,0.26274,0.3226719,0.1539747,0.453,0.65685,0.2902824,0.4051632,0,0.5097609,1.0483326,0.9924777,6.45978,2.7301404,0,0,0.9579591,1.9178208,1.30464,0.0418572,5.8784451,7.3808196,0,0,0,40000200,333849.6255,156122.3423,118143.7258,55916.10863,0,0,4,,NA,0.08745022,0.047186547,1.86E-05,0.100013917,0.017811647,0.703281866,0.044237253,0,899.58,42253.44,10,Upper Sakatah,41,456752,4897281.5,704,39,3.91E+14,131988.2337,40000200,8/3/09,2.861495554,0.198505833,0.923161634,0.030007537,3.411803692,1.059309019,1.993722669,8/3/09,8,7,456956,4897200,eastern temperate forests,534139567.8,3.048,3609758.651,0.750468413,1.913978445,1.388939394,20.09616773,15.09915147
126,40000200,Upper Sakatah,Le Sueur,Waterville                    ,Re-Survey,2-Aug-04,17.9756742,4.347441,0,0,0,0.2670888,0.2942688,0.2036688,0.019479,0.1077234,0.0603849,0.3694215,0,0,1.1546517,0.6515952,2.1744,0.7801566,0,0.0177576,1.7893953,0.8558982,2.0385,0.0261834,1.4043,24.0993735,0,0,0,40000200,333849.6255,156122.3423,118143.7258,55916.10863,0,0,4,,NA,0.08745022,0.047186547,1.86E-05,0.100013917,0.017811647,0.703281866,0.044237253,0,899.58,42253.44,10,Upper Sakatah,41,456752,4897281.5,704,39,3.91E+14,131988.2337,40000200,8/3/09,2.861495554,0.198505833,0.923161634,0.030007537,3.411803692,1.059309019,1.993722669,8/3/09,8,7,456956,4897200,eastern temperate forests,534139567.8,3.048,3609758.651,0.750468413,1.913978445,1.388939394,20.09616773,15.09915147
127,40000900,Sunfish,Le Sueur,Kilkenny                      ,Re-Survey,21-Jul-93,1.64892,0.9031008,0,0,0.6959892,1.5238014,0,0,0.7470423,1.5113892,1.63533,4.9939626,0.3065451,0,1.3422843,0,0.5606328,0,0.23556,0.1445976,0,0,0.3863184,0.0279048,0,2.49603,0,0,0,40000900,998.46827,0,0,0,0,0,0,,NA,0.249644718,0.029843676,0,0.090478446,0.047844623,0.525817148,0.056371388,0,NA,NA,30,Sunfish,30,453744,4903771.3,704,39,3.91E+14,470.4133281,40000900,7/24/06,1.26585441,0.424291834,14.85897906,0.879017815,6.565775633,0.22964936,0,7/24/06,12,4,453741,4903750,eastern temperate forests,1903702.813,9.144,490115.2146,0.555660824,1.264529975,0.849166667,14.4593114,13.10239577
128,40000900,Sunfish,Le Sueur,Kilkenny                      ,Re-Survey,24-Jul-06,0,0,0,0,0,3.4890966,0,0,1.1550141,1.9558728,0,1.1074944,0.2137707,0.92412,6.421275,0.538164,0,0,0,0,0,0,0,0,0,0.4626036,0,0,0,40000900,998.46827,0,0,0,0,0,0,,NA,0.249644718,0.029843676,0,0.090478446,0.047844623,0.525817148,0.056371388,0,NA,NA,30,Sunfish,30,453744,4903771.3,704,39,3.91E+14,470.4133281,40000900,7/24/06,1.26585441,0.424291834,14.85897906,0.879017815,6.565775633,0.22964936,0,7/24/06,12,4,453741,4903750,eastern temperate forests,1903702.813,9.144,490115.2146,0.555660824,1.264529975,0.849166667,14.4593114,13.10239577
129,40000900,Sunfish,Le Sueur,Kilkenny                      ,Re-Survey,25-Jul-01,4.42128,4.115505,0,0,0.17214,1.528875,0,0,0,0.17214,0,0.197055,0.61155,0.0677235,0.2718,0.1437822,0,0,0,0.0341562,0,0,1.20498,0.4845741,3.00792,1.11891,0,0,0,40000900,998.46827,0,0,0,0,0,0,,NA,0.249644718,0.029843676,0,0.090478446,0.047844623,0.525817148,0.056371388,0,NA,NA,30,Sunfish,30,453744,4903771.3,704,39,3.91E+14,470.4133281,40000900,7/24/06,1.26585441,0.424291834,14.85897906,0.879017815,6.565775633,0.22964936,0,7/24/06,12,4,453741,4903750,eastern temperate forests,1903702.813,9.144,490115.2146,0.555660824,1.264529975,0.849166667,14.4593114,13.10239577
130,40001400,Sabre,Le Sueur,Cordova                       ,Re-Survey,21-Jul-94,0,3.3836382,0,0,0,0.004983,0,0,0.0553113,0.09966,0,0.014949,0,0.0029898,1.25028,1.0137234,2.82672,0.0926838,0,0,0,0.0468402,0.05436,0.0179388,1.49943,5.0476884,0,0,0,40001400,159106.6962,65773.77493,80264.97507,29246.34781,0,0,4,,NA,0.066998591,0.041255131,0,0.120718191,0.026827576,0.686004172,0.05819634,0,NA,NA,13,Sabre,43,449416,4905960.8,704,39,3.91E+14,56169.76234,40001400,7/6/04,3.474004863,0.183411837,0.174869857,0.233930983,3.782203089,1.096576575,2.201152482,7/7/04,13,5,449473,4906000,eastern temperate forests,227311872.7,3.9624,1044535.035,0.727259302,1.199349803,1.273125,19.24183352,13.8590824
131,40001400,Sabre,Le Sueur,Cordova                       ,Re-Survey,6-Jul-04,17.8141797,6.6835167,0,0,0,0.2402712,0,0.5396589,0.2984364,0.2265,0.0612909,0.1995012,0,0.1016532,3.5978166,0,1.1440062,0.0857076,0,0,3.630795,1.94337,2.4905034,0.0079728,0.1732725,5.7752064,0,0,0,40001400,159106.6962,65773.77493,80264.97507,29246.34781,0,0,4,,NA,0.066998591,0.041255131,0,0.120718191,0.026827576,0.686004172,0.05819634,0,NA,NA,13,Sabre,43,449416,4905960.8,704,39,3.91E+14,56169.76234,40001400,7/6/04,3.474004863,0.183411837,0.174869857,0.233930983,3.782203089,1.096576575,2.201152482,7/7/04,13,5,449473,4906000,eastern temperate forests,227311872.7,3.9624,1044535.035,0.727259302,1.199349803,1.273125,19.24183352,13.8590824
132,40001400,Sabre,Le Sueur,Cordova                       ,Re-Survey,6-Jul-99,3.046878,0.2830344,0,0,0,0,0.227406,0.8486502,1.45866,0.59796,0,0.713475,0,0.335673,2.913696,2.2434825,1.761264,0.6335658,0,0,10.603824,0.91053,0.604302,0,6.26046,10.58208,0,0,0,40001400,159106.6962,65773.77493,80264.97507,29246.34781,0,0,4,,NA,0.066998591,0.041255131,0,0.120718191,0.026827576,0.686004172,0.05819634,0,NA,NA,13,Sabre,43,449416,4905960.8,704,39,3.91E+14,56169.76234,40001400,7/6/04,3.474004863,0.183411837,0.174869857,0.233930983,3.782203089,1.096576575,2.201152482,7/7/04,13,5,449473,4906000,eastern temperate forests,227311872.7,3.9624,1044535.035,0.727259302,1.199349803,1.273125,19.24183352,13.8590824
133,40003100,Tetonka,Le Sueur,Waterville                    ,Re-Survey,12-Jul-04,2.803164,3.5734452,0,0,0,0.3490365,0,0.3734985,0.076104,0.2809053,0.023556,0.8594316,0.048018,0.01812,2.828532,0.3348576,1.55379,0.440316,0,0,1.37259,0,1.089465,0.0717552,0.187089,9.6490359,0,0,0,40003100,283243.4323,108238.3636,101266.4337,49723.18534,0,0,4,,NA,0.098471028,0.043999809,1.05E-05,0.10278236,0.01803076,0.68885222,0.047853276,0,1356.59,61106.57,31.3,Tetonka,24,451323,4897655.2,704,39,3.91E+14,105622.1749,40003100,7/20/09,1.15701209,1.43814931,0.880903404,0.56563902,5.772634223,2.882045634,0.512793805,7/20/09,13,11,451494,4897660,eastern temperate forests,427439486.4,9.54024,5494705.102,0.732852029,2.254365841,1.616376603,19.87332328,15.51929548
134,40003100,Tetonka,Le Sueur,Waterville                    ,Re-Survey,12-Jul-99,0.3033288,0.5222637,0,0,0,0.1636236,0,0,0.2118228,0.05889,0.091053,0.5175072,0,0,2.18799,0.1007925,1.2186153,0.351075,0,0,2.2144452,0.2502825,0.72933,0.0061608,5.668389,16.27176,0,0,0,40003100,283243.4323,108238.3636,101266.4337,49723.18534,0,0,4,,NA,0.098471028,0.043999809,1.05E-05,0.10278236,0.01803076,0.68885222,0.047853276,0,1356.59,61106.57,31.3,Tetonka,24,451323,4897655.2,704,39,3.91E+14,105622.1749,40003100,7/20/09,1.15701209,1.43814931,0.880903404,0.56563902,5.772634223,2.882045634,0.512793805,7/20/09,13,11,451494,4897660,eastern temperate forests,427439486.4,9.54024,5494705.102,0.732852029,2.254365841,1.616376603,19.87332328,15.51929548
135,40003100,Tetonka,Le Sueur,Waterville                    ,Re-Survey,20-Jul-94,0,0,0,0,0,0.0224688,0.079728,0,0.24462,0.0313929,0.0424008,0.32616,0,0.0169875,0.561267,0.4834416,0.3869073,0.5532036,0,0,4.1578152,0.2900106,1.3628052,0,0.079728,11.4609,0,0,0,40003100,283243.4323,108238.3636,101266.4337,49723.18534,0,0,4,,NA,0.098471028,0.043999809,1.05E-05,0.10278236,0.01803076,0.68885222,0.047853276,0,1356.59,61106.57,31.3,Tetonka,24,451323,4897655.2,704,39,3.91E+14,105622.1749,40003100,7/20/09,1.15701209,1.43814931,0.880903404,0.56563902,5.772634223,2.882045634,0.512793805,7/20/09,13,11,451494,4897660,eastern temperate forests,427439486.4,9.54024,5494705.102,0.732852029,2.254365841,1.616376603,19.87332328,15.51929548
136,40003200,Gorman,Le Sueur,Le Center                     ,Re-Survey,28-Jun-99,1.3800192,0.9319116,0,0,0,0.7516176,1.5002001,1.3495776,0.503736,0.6934977,0,0.9133839,0,0,3.2868774,1.22763,0.9192276,1.1974149,0,0.0154473,3.6464688,1.6308,0.3526152,0.0164439,7.220367,13.2488004,0,0,0,40003200,137154.5218,54024.89343,67705.03383,20716.8938,0,0,4,,NA,0.076503118,0.042580146,0,0.130436672,0.029780623,0.652946892,0.067752549,0,521.11,25854.03,14,Gorman,43,447320,4910013.5,704,39,3.91E+14,44114.55896,40003200,7/19/04,3.606874302,0.149069323,0.401624904,0.870202214,3.722635887,1.78153816,5.077221663,7/20/04,17,6,447235,4910020,eastern temperate forests,178526000.4,4.2672,2108859.215,0.695527038,1.531848782,1.125526316,19.00024481,14.5616577
137,40003200,Gorman,Le Sueur,Le Center                     ,Re-Survey,18-Jul-94,0,0,0,0,0,0.4261824,0,0.4230567,0.0929556,0.50283,0.2137707,0.1602714,0,0,0.603849,0.7508928,4.9042686,0.2302146,0,0,1.1921148,0,0.0499206,0.0355152,3.7157778,8.2739544,0,0,0,40003200,137154.5218,54024.89343,67705.03383,20716.8938,0,0,4,,NA,0.076503118,0.042580146,0,0.130436672,0.029780623,0.652946892,0.067752549,0,521.11,25854.03,14,Gorman,43,447320,4910013.5,704,39,3.91E+14,44114.55896,40003200,7/19/04,3.606874302,0.149069323,0.401624904,0.870202214,3.722635887,1.78153816,5.077221663,7/20/04,17,6,447235,4910020,eastern temperate forests,178526000.4,4.2672,2108859.215,0.695527038,1.531848782,1.125526316,19.00024481,14.5616577
138,40003200,Gorman,Le Sueur,Le Center                     ,Re-Survey,19-Jul-04,21.397002,3.4847931,0,0,0.3171,1.206792,0,1.4557608,0.6353325,0.9117984,0.08607,0.1867719,0,0.1116192,3.63306,0.568062,1.8176625,0.0274065,0,0,4.2589701,0,5.7474375,0.1183689,0.3952425,29.73945,0,0,0,40003200,137154.5218,54024.89343,67705.03383,20716.8938,0,0,4,,NA,0.076503118,0.042580146,0,0.130436672,0.029780623,0.652946892,0.067752549,0,521.11,25854.03,14,Gorman,43,447320,4910013.5,704,39,3.91E+14,44114.55896,40003200,7/19/04,3.606874302,0.149069323,0.401624904,0.870202214,3.722635887,1.78153816,5.077221663,7/20/04,17,6,447235,4910020,eastern temperate forests,178526000.4,4.2672,2108859.215,0.695527038,1.531848782,1.125526316,19.00024481,14.5616577
139,40003900,Roemhildts,Le Sueur,Mankato                       ,Re-Survey,6-Jul-93,0.56172,0.0538164,0,0,0,0.4089684,0,0,0.029445,0.7020594,0.265005,1.2504159,0,0,1.87995,0,0,0,0,0,0,0,5.506215,0.0019932,0.423555,0,0,0,0,40003900,211.83404,0,0,0,0,0,0,,NA,0.300867888,0.025072324,0,0.161041466,0.002892961,0.466730955,0.043394407,0,NA,NA,60,Roemhildts,30,442431,4900367.1,704,39,3.91E+14,291.4535714,40003900,7/9/01,2.084190837,1.898626027,0,0.318525055,7.358321116,0,0.313285467,7/5/01,31,16,442437,4900360,eastern temperate forests,1179475.475,18.288,285060.8184,0.491803279,1.071384578,3.091428571,13.98058038,12.56045783
140,40004400,Steele,Le Sueur,Greenland                     ,Re-Survey,11-Jul-01,9.1053,10.4325447,0,0,0.1812,1.189125,0,0,0.47565,1.2592041,0.01812,3.4447479,0,0.120498,9.85728,0.47112,0,0,0,0,0,0,0.91959,0.024915,0,0.2273154,0,0,0,40004400,5997.54508,1565.81162,0,0,0,0,2,,NA,0.070046595,0.043674218,0,0.091245808,0.011335924,0.747011664,0.036685792,0,NA,NA,27,Steele,30,444277,4898759.5,704,39,3.91E+14,1097.776803,40004400,7/11/01,3.73093283,1.3962906,0,1.337730916,9.92620201,0,0.873992953,7/5/01,20,9,444275,4898760,eastern temperate forests,4442562.874,8.2296,307197.1426,0.790685882,1.056634372,0.8235,15.30674199,12.63524498
141,40005600,Rays,Le Sueur,Elysian                       ,Re-Survey,21-Jul-03,22.048416,2.5614432,0,0,0.558096,1.7751258,0,0,1.663416,0.7407456,0.70668,3.7928784,0,0,8.958528,1.2592041,0.875196,0,0,0,0,0,0.00906,0.0139524,0,1.166928,0,0,0,40005600,0,0,0,0,0,0,0,,NA,0.37382199,0.056020942,0,0.119371728,0.004188482,0.443979058,0.002617801,0,168.93,11545.99,31.9,Rays,38,445870,4895762.1,704,39,3.90E+14,423.6917216,40005600,7/13/09,2.751634797,1.54928568,12.48183159,1.35813174,2.872644183,0.638746287,0,7/13/09,17,10,445862,4895760,eastern temperate forests,1714626.423,9.72312,670726.5764,0.5,1.202902939,1.151,14.35470579,13.41611685
142,40005700,Frances,Le Sueur,Greenland                     ,Re-Survey,16-Jul-01,2.3704584,0.1760358,0,0,6.5276394,2.1577296,0,0,0.7428294,0.15855,0.8790012,0.7808361,0.5542908,0.29898,6.4041516,0.3835098,2.6770488,0.2025363,0,0,0,0,0.0159456,0.0032616,0.592977,0.391392,0,0,0,40005700,4196.47139,0,0,0,0,0,0,,NA,0.291665806,0.071520511,0,0.14295553,0.006974471,0.471214174,0.015669507,0,872.53,46501.17,60,Frances,24,443971,4895578.4,704,39,3.90E+14,4117.624833,40005700,7/10/06,1.206620175,1.778416672,0,0.11001123,3.835449152,3.615348504,0,7/10/06,26,18,443783,4895500,eastern temperate forests,16663503.16,18.288,3751398.751,0.542734686,2.050949881,1.706604167,16.62873145,15.13763933
143,40011700,Washington,Le Sueur,Madison Lake                  ,Re-Survey,15-Aug-97,2.7916125,0.1503054,0,0,3.821508,0.5339058,0,0,0.672705,0.826272,0.0921402,0.808605,0.0300339,0.1677912,2.0833923,0.541335,10.2384342,0.4836228,0.1500336,0,0,0,0.297621,0.0183918,5.4311076,2.349711,0,0,0,40011700,24124.60226,9026.15505,4276.24806,0,0,0,2,,NA,0.183504125,0.050502969,0,0.061657944,0.008762795,0.653939565,0.041632602,0,1519.46,62870.71,41.1,Washington,24,431330,4900502.3,702,28,2.80E+14,14352.12262,40011700,8/12/08,4.307017497,0.520212566,4.737675195,2.947995529,3.013441769,3.121512079,0.039460234,8/12/08,22,13,430417,4900370,eastern temperate forests,58081211.93,12.52728,6148920.49,0.704442535,2.180499203,1.239078947,17.87735279,15.63178709
144,40011700,Washington,Le Sueur,Madison Lake                  ,Re-Survey,12-Aug-02,1.84371,0.0615627,0,0,2.9319066,3.577794,0.3492177,0,1.6079688,1.5826461,0.41676,3.549708,0.4880169,0.453,2.4661773,0.0717552,6.46884,0.41223,0.139524,0.0187542,0,0,0.76104,0.337485,3.118905,2.8216464,0,0,0,40011700,24124.60226,9026.15505,4276.24806,0,0,0,2,,NA,0.183504125,0.050502969,0,0.061657944,0.008762795,0.653939565,0.041632602,0,1519.46,62870.71,41.1,Washington,24,431330,4900502.3,702,28,2.80E+14,14352.12262,40011700,8/12/08,4.307017497,0.520212566,4.737675195,2.947995529,3.013441769,3.121512079,0.039460234,8/12/08,22,13,430417,4900370,eastern temperate forests,58081211.93,12.52728,6148920.49,0.704442535,2.180499203,1.239078947,17.87735279,15.63178709
145,41003400,Stay,Lincoln,Arco                          ,Re-Survey,22-Jul-96,8.75196,2.8506384,0,0,0,0,0.2265,0.1430121,0,0,0,0,0,0,10.4643,4.85616,14.97618,1.6568928,0,0.0637824,0.16761,0.2023098,5.968275,0.2427627,26.25588,6.0137109,0,0,0,41003400,17260.94933,7438.81101,0,0,0,0,2,,NA,0.061545128,0.055652045,0,0.003846466,0.20377531,0.647766978,0.027414074,0,NA,NA,7,Stay,42,247519,4920205.7,702,25,2.51E+14,6044.574511,41003400,7/22/96,1.766880546,0,27.85463192,0.047640056,10.13198119,11.48593889,4.907309105,7/22/96,5,1,247512,4920180,great plains,24461623.03,2.1336,895165.432,0.703419022,1.415513364,0.360916667,17.01261604,13.70476382
146,41004300,Benton,Lincoln,Lake Benton                   ,Re-Survey,25-Jul-00,32.413056,17.862243,0,0,0,0,0,0,0.071574,0.4776885,0.05436,0.1015626,0,0,0.538164,0.2493765,38.630934,0.8971665,0.012684,0,2.232384,2.145408,7.315044,1.6598373,0,12.5256312,0,0,0,41004300,68520.6968,36276.7522,33141.68649,0,0,0,3,,NA,0.108710983,0.058345172,3.99E-05,0.012850789,0.19135658,0.598927084,0.02976951,0,2649.46,95958.74,9.1,Benton,41,240260,4908928.6,702,27,2.70E+14,27831.26589,41004300,7/25/00,4.546918163,0.075828671,0,0.423916357,0.554176476,34.01170283,5.545816537,7/26/00,9,5,241465,4909380,great plains,112629587.6,2.77368,10924174.82,0.657272256,2.473790979,0.641590909,18.53961501,16.20648876
147,41004300,Benton,Lincoln,Lake Benton                   ,Standard Survey,27-Jul-15,5.4937575,2.4123609,0,0,0,0,0,0,0.033975,0.038052,0.1053225,0.149037,0,0,1.92525,0.3344952,10.52319,0.3624,0,0,28.7655,3.976434,5.6625,0.0587088,2.031705,4.4394,0,0,0,41004300,68520.6968,36276.7522,33141.68649,0,0,0,3,,NA,0.108710983,0.058345172,3.99E-05,0.012850789,0.19135658,0.598927084,0.02976951,0,2649.46,95958.74,9.1,Benton,41,240260,4908928.6,702,27,2.70E+14,27831.26589,41004300,7/25/00,4.546918163,0.075828671,0,0.423916357,0.554176476,34.01170283,5.545816537,7/26/00,9,5,241465,4909380,great plains,112629587.6,2.77368,10924174.82,0.657272256,2.473790979,0.641590909,18.53961501,16.20648876
148,42000200,School Grove,Lyon,Cottonwood                    ,Re-Survey,9-Jul-02,29.5356,39.5743971,0,0,0,0,1.9441854,0.0194337,2.39184,2.345634,0,0,0,0,0.2705769,0,7.6369458,1.9267902,0,0,0,0.2212452,0.453,0.029898,4.4541225,1.9674243,0,0,0,42000200,0,0,0,0,0,0,0,,NA,0.21053978,0.040931184,0.00051164,0,0.003069839,0.71092351,0.034024047,0,NA,NA,11,School Grove,43,292427,4936502.5,702,27,2.70E+14,1739.531342,42000200,7/9/02,4.117257798,0,4.745236954,0.937243995,0.299407995,6.650358906,0.397176544,7/17/02,12,2,292349,4936510,great plains,7039661.742,3.3528,1385644.864,0.751854694,1.924501203,0.507142857,15.76707068,14.1416762
149,42000200,School Grove,Lyon,Cottonwood                    ,Re-Survey,20-Jun-12,21.72135,4.9627962,0,0,0,0,2.66364,0.0219252,0,0,0,0,0,0,0,0,0,2.4565737,0,0,7.7463,0.7337694,2.5821,0.0481992,0.29898,5.4456489,0,0,0,42000200,0,0,0,0,0,0,0,,NA,0.21053978,0.040931184,0.00051164,0,0.003069839,0.71092351,0.034024047,0,NA,NA,11,School Grove,43,292427,4936502.5,702,27,2.70E+14,1739.531342,42000200,7/9/02,4.117257798,0,4.745236954,0.937243995,0.299407995,6.650358906,0.397176544,7/17/02,12,2,292349,4936510,great plains,7039661.742,3.3528,1385644.864,0.751854694,1.924501203,0.507142857,15.76707068,14.1416762
150,42005200,Rock,Lyon,Russell                       ,Re-Survey,1-Aug-94,1.275648,2.4940368,0,0,0,0,0,0,0,0.0758775,0,0,0,0,0.175764,0.8154,4.85616,1.4507325,0,0,1.37712,0.4195233,2.544048,0.065685,17.117964,17.0497422,0,0,0,42005200,8100.36614,0,0,0,0,0,1,,NA,0.151364051,0.047814689,0.000854737,0.002408803,0.015954207,0.768464698,0.013138815,0,379.13,20420.11,7.9,Rock,43,265747,4906701.2,702,29,2.91E+14,2860.322939,42005200,8/1/94,1.718762773,0,14.45515262,0.065329223,0.18826954,4.897935444,2.103779835,7/21/94,3,0,265753,4906710,great plains,11575362.56,2.40792,1518179.529,0.816279387,1.429597465,0.442857143,16.26438948,14.2330225
151,42005200,Rock,Lyon,Russell                       ,Re-Survey,26-Jun-06,3.6202401,4.81539,0,0,0,0,0,0,0.1988217,0.3652992,0,0,0,0,0,0,17.61264,0.1480404,0,0,0,0,3.6693,0,3.57417,0.7815156,0,0,0,42005200,8100.36614,0,0,0,0,0,1,,NA,0.151364051,0.047814689,0.000854737,0.002408803,0.015954207,0.768464698,0.013138815,0,379.13,20420.11,7.9,Rock,43,265747,4906701.2,702,29,2.91E+14,2860.322939,42005200,8/1/94,1.718762773,0,14.45515262,0.065329223,0.18826954,4.897935444,2.103779835,7/21/94,3,0,265753,4906710,great plains,11575362.56,2.40792,1518179.529,0.816279387,1.429597465,0.442857143,16.26438948,14.2330225
152,42007800,Wood,Lyon,Russell                       ,Re-Survey,15-Jul-96,8.2655286,38.2561218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.846627,0.0622875,0,0,0.059796,0,5.5811412,0.9966,0.1659339,0.6637356,0,0,0,42007800,0,0,0,0,0,0,0,,NA,0.324920546,0.052346233,0,0.004860722,0.020938493,0.594503646,0.002430361,0,NA,NA,14,Wood,43,258781,4915654.7,702,27,2.70E+14,1189.570995,42007800,7/15/96,2.038331226,0,0.138013735,0,0,11.39921778,2.254063067,7/15/96,8,3,258842,4915720,great plains,4814042.276,4.2672,1508669.408,0.646849878,1.289947379,1.8727,15.38704768,14.22673863
153,42009300,Goose,Lyon,Lynd                          ,Standard Survey,20-Jul-15,3.5761632,3.99546,0,0,0,0,0,0,3.0951225,6.886053,0,0,0,0,0,0,2.5859505,0.2481534,0,0,0,0,0,0,36.0469767,10.0566,0,0,0,42009300,3460.96238,174.80451,0,0,0,0,1,,NA,0.210916971,0.043411395,0,0.003107008,0.034691162,0.699499245,0.008374219,0,NA,NA,9,Goose,43,257480,4918940.5,702,27,2.70E+14,2576.409033,42009300,7/14/03,2.436926999,0,9.589123431,0.580359312,0,2.586785623,0.475164452,7/14/03,5,0,257482,4918920,great plains,10426399.15,2.7432,602820.2656,0.74291064,1.099278001,0.492857143,16.15985153,13.30937436
